"","image_2","image_1","worker_id","trial_index","time_elapsed","start_time","experiment_order","rt","experiment","response","phase","stimulus","correct","question_order","talk_out_loud","strategy_free_ans","cor_key","type","VerbalScored","VisualScored","high_low_verbal","name_agreement_img1","name_agreement_img2","trial_no_ptcp"
"11","visual/fox.png","visual/socks.png","A2H2LO1OOF8R5N",19,76001,2022-05-19 02:21:50,"rhyme-task_switching-same_different-phon_sim",1265.70000000298,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/socks.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/fox.png"" width=""300""></div>",1,NA,"No","I mentally ""stated"" the words as a pair.","arrowup","non-ortho",1.67,3.3,"low_verbal",0.9,0.85,1
"12","visual/jar.png","visual/star.png","79167",19,53238,2022-10-01 01:08:02,"rhyme-task_switching-same_different-phon_sim",1699.89999999106,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/star.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/jar.png"" width=""300""></div>",1,NA,"Yes","Try to connect the two picture into one and say their combination","arrowup","ortho",2.83333333333333,3.2,"low_verbal",0.95,0.95,1
"13","visual/leg.png","visual/egg.png","A304UJAE051J89",19,2379038,2022-05-19 12:34:06,"rhyme-same_different-phon_sim-task_switching",2479.80000001192,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/egg.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/leg.png"" width=""300""></div>",1,NA,"Yes","I just went with my gut intuition","arrowup","ortho",4.75,5,"high_verbal",0.95,0.85,1
"14","visual/plane.png","visual/fly.png","AIA7RZSAONU5M",19,85992,2022-09-26 18:48:01,"rhyme-phon_sim-task_switching-same_different",2180.89999997616,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/fly.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/plane.png"" width=""300""></div>",1,NA,"No","I said the words in my head and made my selection as quickly as possible.","arrowdown","NR",4.41666667,4.2,"high_verbal",0.95,0.35,1
"15","visual/ring.png","visual/egg.png","A3DUPRZSMU9W5R",19,74516,2022-05-27 00:13:57,"rhyme-task_switching-phon_sim-same_different",1607.5,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/egg.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/ring.png"" width=""300""></div>",1,NA,"No","Some of the pictures weren't clear as to what it was mainly about. I said the words in my head","arrowdown","NR",2.58,2.4,"low_verbal",0.95,0.9,1
"16","visual/ring.png","visual/king.png","A1PUSSRD8P5HHH",19,154587,2022-05-27 03:39:06,"rhyme-same_different-task_switching-phon_sim",2323.69999980927,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/king.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/ring.png"" width=""300""></div>",1,NA,"Yes","no","arrowup","ortho",2.67,3,"low_verbal",0.8,0.9,1
"17","visual/ring.png","visual/king.png","A1CFMY4CEYOM8Y",19,58964,2022-05-18 16:39:34,"rhyme-task_switching-same_different-phon_sim",1303.10000000149,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/king.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/ring.png"" width=""300""></div>",1,NA,"No","np","arrowup","ortho",2.92,4.2,"low_verbal",0.8,0.9,1
"18","visual/rope.png","visual/pear.png","A1DUPOUC9RNU4L",19,1296278,2022-05-19 10:57:08,"rhyme-phon_sim-same_different-task_switching",1574.09999996424,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/pear.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/rope.png"" width=""300""></div>",1,NA,"Yes","I just tried to figure out the right words and say them to myself","arrowdown","NR",2.25,3.7,"low_verbal",0.95,1,1
"19","visual/rope.png","visual/soap.png","80446",19,86337,2022-10-01 16:26:06,"rhyme-phon_sim-task_switching-same_different",1604.69999998808,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/soap.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/rope.png"" width=""300""></div>",0,NA,"Yes","Sometimes it seemed like I was trying to make words rhyme by the way I was saying them.","arrowup","non-ortho",2.91666666666667,3.3,"low_verbal",0.8,1,1
"20","visual/rose.png","visual/well.png","A2WJMGV0HKQG3Z",19,111594,2022-05-19 01:29:39,"rhyme-phon_sim-same_different-task_switching",2105,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/well.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/rose.png"" width=""300""></div>",1,NA,"Yes","nothing","arrowdown","NR",4.67,4.7,"high_verbal",0.95,0.95,1
"21","visual/square_rhyme.png","visual/bear.png","78053",19,99787,2022-09-30 22:16:25,"rhyme-task_switching-phon_sim-same_different",NA,"rhyme","null","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/bear.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/square_rhyme.png"" width=""300""></div>",0,NA,"No","I tried to think of different words that could be used for each picture to make them rhyme","arrowup","non-ortho",4.75,3.9,"high_verbal",0.95,0.85,1
"22","visual/tie.png","visual/dart.png","A3T01NM4993LZE",19,43014,2022-09-26 16:14:11,"rhyme-phon_sim-same_different-task_switching",1321.89999997616,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/dart.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/tie.png"" width=""300""></div>",1,NA,"No","said mentally","arrowdown","NR",4.16666667,3.8,"high_verbal",0.9,0.7,1
"23","visual/tree.png","visual/key.png","A2615YW1YERQBO",19,790471,2022-05-26 23:13:28,"rhyme-same_different-task_switching-phon_sim",1347.30000007153,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/key.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/tree.png"" width=""300""></div>",1,NA,"No","I had to guess at first for some of these.","arrowup","non-ortho",2.58,3.7,"low_verbal",0.95,0.85,1
"24","visual/whale.png","visual/nail.png","A26UIS59SY4NM6",19,108448,2022-05-19 01:48:22,"rhyme-task_switching-phon_sim-same_different",1738.19999999925,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/nail.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/whale.png"" width=""300""></div>",1,NA,"Yes","It got easier as I knew each picture better.","arrowup","non-ortho",4.75,4.5,"high_verbal",0.95,0.95,1
"25","visual/whale.png","visual/jar.png","AJF954955YWZG",19,52467,2022-05-18 15:15:10,"rhyme-same_different-task_switching-phon_sim",2428.10000002384,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/jar.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/whale.png"" width=""300""></div>",1,NA,"No","I tried to quickly reference in my mind if I had heard the two words referenced together in rhyme before. I also tried to think ahead about what rhymed with certain words.","arrowdown","NR",2.17,3.9,"low_verbal",0.95,0.95,1
"26","visual/bread.png","visual/bed.png","A289D98Z4GAZ28",22,82845,2022-05-26 23:45:34,"rhyme-same_different-task_switching-phon_sim",1666.09999999404,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/bed.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/bread.png"" width=""300""></div>",1,NA,"Yes","no","arrowup","non-ortho",2.5,3,"low_verbal",0.95,0.9,1
"27","visual/chain.png","visual/plane.png","AMELYCC59JKB0",22,261373,2022-09-27 20:52:23,"rhyme-same_different-phon_sim-task_switching",1748.59999999404,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/plane.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/chain.png"" width=""300""></div>",1,NA,"Yes","think of the most simple word for the image","arrowup","non-ortho",4.25,4.1,"high_verbal",0.35,0.95,1
"28","visual/chain.png","visual/plane.png","78391",22,73326,2022-10-01 21:04:28,"rhyme-same_different-phon_sim-task_switching",1417.90000009537,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/plane.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/chain.png"" width=""300""></div>",1,NA,"No","Said in my mind, not vocally","arrowup","non-ortho",3.08333333333333,3.9,"low_verbal",0.35,0.95,1
"29","visual/clock.png","visual/brain.png","A2OVWCQ4B9AHFY",22,283108,2022-05-27 01:29:15,"rhyme-phon_sim-same_different-task_switching",1742.30000000075,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/brain.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/clock.png"" width=""300""></div>",1,NA,"No","I said it in my head ""aloud"".","arrowdown","NR",2.42,4.6,"low_verbal",0.95,0.95,2
"30","visual/clock.png","visual/sock.png","A15T9HDPHV3X7Q",22,42512,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",1538.59999990463,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/sock.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/clock.png"" width=""300""></div>",1,NA,"Yes","no","arrowup","ortho",1.33,1.9,"low_verbal",0.9,0.95,1
"31","visual/clock.png","visual/sock.png","AIA7RZSAONU5M",22,89020,2022-09-26 18:48:01,"rhyme-phon_sim-task_switching-same_different",1518.79999998212,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/sock.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/clock.png"" width=""300""></div>",1,NA,"No","I said the words in my head and made my selection as quickly as possible.","arrowup","ortho",4.41666667,4.2,"high_verbal",0.9,0.95,2
"32","visual/crab.png","visual/spoon.png","78053",22,106301,2022-09-30 22:16:25,"rhyme-task_switching-phon_sim-same_different",NA,"rhyme","null","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/spoon.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/crab.png"" width=""300""></div>",0,NA,"No","I tried to think of different words that could be used for each picture to make them rhyme","arrowdown","NR",4.75,3.9,"high_verbal",1,0.95,2
"33","visual/crane.png","visual/train.png","A2615YW1YERQBO",22,794038,2022-05-26 23:13:28,"rhyme-same_different-task_switching-phon_sim",2789.30000007153,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/train.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/crane.png"" width=""300""></div>",1,NA,"No","I had to guess at first for some of these.","arrowup","non-ortho",2.58,3.7,"low_verbal",0.95,0.7,2
"34","visual/fly.png","visual/tie.png","A1DUPOUC9RNU4L",22,1299474,2022-05-19 10:57:08,"rhyme-phon_sim-same_different-task_switching",1947.10000002384,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/tie.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/fly.png"" width=""300""></div>",1,NA,"Yes","I just tried to figure out the right words and say them to myself","arrowup","non-ortho",2.25,3.7,"low_verbal",0.7,0.95,2
"35","visual/fly.png","visual/tie.png","79580",22,80987,2022-09-30 23:39:35,"rhyme-task_switching-phon_sim-same_different",1359.89999985695,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/tie.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/fly.png"" width=""300""></div>",1,NA,"No","I always viewed the picture on the left first","arrowup","non-ortho",3,3.5,"low_verbal",0.7,0.95,2
"36","visual/fox.png","visual/box.png","A1PUSSRD8P5HHH",22,156887,2022-05-27 03:39:06,"rhyme-same_different-task_switching-phon_sim",1025.2999997139,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/box.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/fox.png"" width=""300""></div>",1,NA,"Yes","no","arrowup","ortho",2.67,3,"low_verbal",0.95,0.85,2
"37","visual/fox.png","visual/socks.png","AXPZAP62ZYWP8",22,62200,2022-09-26 16:41:02,"rhyme-task_switching-phon_sim-same_different",1649.39999997616,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/socks.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/fox.png"" width=""300""></div>",1,NA,"Yes","no","arrowup","non-ortho",4.16666667,4.1,"high_verbal",0.9,0.85,2
"38","visual/hat.png","visual/cat.png","AMNUNZ65OSTFO",22,92905,2022-05-18 15:17:28,"rhyme-task_switching-same_different-phon_sim",1483.6,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/cat.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/hat.png"" width=""300""></div>",1,NA,"No","I said the pictures in my head before choosing.","arrowup","ortho",1.75,3.9,"low_verbal",0.9,1,2
"39","visual/heart.png","visual/dart.png","79167",22,56989,2022-10-01 01:08:02,"rhyme-task_switching-same_different-phon_sim",2236.40000000596,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/dart.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/heart.png"" width=""300""></div>",0,NA,"Yes","Try to connect the two picture into one and say their combination","arrowup","non-ortho",2.83333333333333,3.2,"low_verbal",0.9,0.9,2
"40","visual/leg.png","visual/egg.png","A3T01NM4993LZE",22,46526,2022-09-26 16:14:11,"rhyme-phon_sim-same_different-task_switching",1979.80000001192,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/egg.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/leg.png"" width=""300""></div>",1,NA,"No","said mentally","arrowup","ortho",4.16666667,3.8,"high_verbal",0.95,0.85,2
"41","visual/moon.png","visual/spoon.png","A3DUPRZSMU9W5R",22,76964,2022-05-27 00:13:57,"rhyme-task_switching-phon_sim-same_different",1172.69999999925,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/spoon.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/moon.png"" width=""300""></div>",1,NA,"No","Some of the pictures weren't clear as to what it was mainly about. I said the words in my head","arrowup","ortho",2.58,2.4,"low_verbal",1,0.95,2
"42","visual/ring.png","visual/egg.png","A304UJAE051J89",22,2381537,2022-05-19 12:34:06,"rhyme-same_different-phon_sim-task_switching",1713,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/egg.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/ring.png"" width=""300""></div>",1,NA,"Yes","I just went with my gut intuition","arrowdown","NR",4.75,5,"high_verbal",0.95,0.9,2
"43","visual/rope.png","visual/soap.png","A2M183CETUMR96",22,126011,2022-05-26 23:55:49,"rhyme-phon_sim-task_switching-same_different",1253.60000000149,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/soap.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/rope.png"" width=""300""></div>",1,NA,"Yes","No","arrowup","non-ortho",2.25,1.8,"low_verbal",0.8,1,1
"44","visual/rope.png","visual/soap.png","A1CFMY4CEYOM8Y",22,61540,2022-05-18 16:39:34,"rhyme-task_switching-same_different-phon_sim",1302.5,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/soap.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/rope.png"" width=""300""></div>",1,NA,"No","np","arrowup","non-ortho",2.92,4.2,"low_verbal",0.8,1,2
"45","visual/rose.png","visual/well.png","A26UIS59SY4NM6",22,111425,2022-05-19 01:48:22,"rhyme-task_switching-phon_sim-same_different",2216.20000000298,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/well.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/rose.png"" width=""300""></div>",1,NA,"Yes","It got easier as I knew each picture better.","arrowdown","NR",4.75,4.5,"high_verbal",0.95,0.95,2
"46","visual/screw.png","visual/train.png","A2WJMGV0HKQG3Z",22,114839,2022-05-19 01:29:39,"rhyme-phon_sim-same_different-task_switching",2229.29999999702,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/train.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/screw.png"" width=""300""></div>",1,NA,"Yes","nothing","arrowdown","NR",4.67,4.7,"high_verbal",0.95,1,2
"47","visual/seal.png","visual/wheel.png","A26BQ33MHKVYFB",22,110384,2022-05-27 01:09:36,"rhyme-task_switching-same_different-phon_sim",NA,"rhyme","null","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/wheel.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/seal.png"" width=""300""></div>",0,NA,"No","no","arrowup","non-ortho",2.33,2.5,"low_verbal",0.75,0.75,1
"48","visual/shoe.png","visual/screw.png","A1JJYY622DGE5L",22,46963,2022-05-18 16:04:26,"rhyme-same_different-phon_sim-task_switching",1378.10000000894,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/screw.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/shoe.png"" width=""300""></div>",1,NA,"No","I said the words in my head.","arrowup","non-ortho",4.67,4.4,"high_verbal",1,0.85,2
"49","visual/soap.png","visual/pope.png","80446",22,88888,2022-10-01 16:26:06,"rhyme-phon_sim-task_switching-same_different",1543.59999999404,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/pope.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/soap.png"" width=""300""></div>",1,NA,"Yes","Sometimes it seemed like I was trying to make words rhyme by the way I was saying them.","arrowup","non-ortho",2.91666666666667,3.3,"low_verbal",0.45,0.8,2
"50","visual/square_rhyme.png","visual/bear.png","A2H2LO1OOF8R5N",22,79976,2022-05-19 02:21:50,"rhyme-task_switching-same_different-phon_sim",2465,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/bear.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/square_rhyme.png"" width=""300""></div>",1,NA,"No","I mentally ""stated"" the words as a pair.","arrowup","non-ortho",1.67,3.3,"low_verbal",0.95,0.85,2
"51","visual/tie.png","visual/dart.png","77763",22,90048,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",2305.09999999404,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/dart.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/tie.png"" width=""300""></div>",1,NA,"Yes","N/A","arrowdown","NR",3,3.8,"low_verbal",0.9,0.7,2
"52","visual/train.png","visual/plane.png","A26RO8GGTQAXGG",22,155318,2022-05-23 17:52:31,"rhyme-same_different-task_switching-phon_sim",1283.60000002384,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/plane.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/train.png"" width=""300""></div>",1,NA,"No","some were hard to tell what they were supposed to be","arrowup","non-ortho",1.42,2.7,"low_verbal",0.35,0.95,2
"53","visual/tree.png","visual/key.png","78304",22,80846,2022-10-04 17:25:00,"rhyme-phon_sim-same_different-task_switching",1821,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/key.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/tree.png"" width=""300""></div>",0,NA,"Yes","used the pictures after I had seen them a few times","arrowup","non-ortho",4.83333333333333,4,"high_verbal",0.95,0.85,1
